"Cust_ID","spent_other_teams","Team_Store_Total"
244919346,0,0
275678028,500,0
712718274,1111.7,73.77
484935229,500,0
619189933,500,126.89
182219938,500,42.07
669880181,1304.0875,53.63
173488175,2289.025,901.73
215965151,1107.45,0
158544726,1232.8125,63.45
705142839,500,139.9
539525969,500,594.41
788164531,1602.0125,0
848256022,500,83.28
507189912,500,443.7
132615792,500,96.2
911595010,1001.365,733.61
979638564,1096.825,102.83
128990495,1771.5625,103.06
697003274,0,3460.5
198384528,500,0
199540335,1439.1625,0
717510872,3987.57,3130.58
672000756,0,3191.79
717577283,0,0
405543995,1720.8875,0
735474257,1924.5375,191.41
762927862,500,129.1
760830270,500,279.91
943307433,1114.225,0
212530649,1180.05,80.88
496738833,1000.46,143.44
539621749,500,590.16
911932432,0,668.15
320175319,500,0
241808689,0,0
953699812,500,523.1
857978618,500,1424.84
782002474,0,102.98
768165855,1366.475,0
644049978,500,0
727384004,1341.64,213.48
203645538,0,733.76
512752355,500,391.78
180268856,2402.875,1146.2
687759835,0,494.6
386068016,3031.345,3526.43
786651960,1133.595,0
828913756,1143.325,121.11
224497866,1869.145,2945.32
884119784,1046.2,139.83
735696029,2892.09,4851.37
517159775,0,0
643132419,0,1387.43
183785549,500,0
436730173,0,0
170976158,0,185.2
582809185,0,64.66
913020170,1141.24,135.16
542818668,500,931.95
881303947,0,0
577373908,500,0
145499108,1780.43,1004.61
322042929,1940.8375,764.85
967070269,0,0
740973240,1728.0375,113.58
813800361,500,532.84
153421393,500,284.83
317517472,1234.675,0
696766649,1221.705,1180.18
651721063,0,226.87
612917699,2460.75,1042.21
224387336,5745.45,4850.82
783876827,0,94.57
665256935,500,5384.52
444602482,5215.415,7649.05
825325154,1246.1625,175.6
750996224,0,0
597110722,2033.8,2647.47
134900326,2262.4625,0
761664457,1468.9875,0
572050334,1840.3125,109.05
570059915,0,626.32
807233385,2340.025,0
136153538,500,219.73
924804000,0,75.85
312577744,1648.755,1422.8
452264694,0,279.92
854057161,1971.7875,901.95
629533913,0,1213.37
896827335,1272.59,1630.02
665596942,1398.11,155.6
407642454,500,0
828504753,1558.8625,0
931409373,1850.375,140.46
900962911,1107.2125,120.2
675813361,1013.045,1008.42
152743387,500,0
694926210,0,1250.62
196246132,500,100.68
832481421,1159.15,0
764345186,0,85.32
710414413,1009.925,72.55
803228027,1959.7875,655.72
721803939,1246.875,148.19
806940596,500,658.28
726852697,1053.4625,86.27
426196881,500,900.34
469939071,1142.5,0
808664031,847.15,53.76
402498041,0,72.19
448482243,0,5207.65
266887293,500,72.15
231693121,1112.355,1217.25
179335967,1320.1,194.94
409281831,0,761.99
587141295,1339.35,0
290186132,500,121.52
149913763,0,225.18
917329891,500,487.51
909860473,500,0
803363287,1056.48,139.27
322224818,1474.575,120.25
712493124,500,0
613077124,500,5224.73
519581206,0,939.21
318466734,0,0
190035209,1630.3,487.08
560840481,2112.5625,0
322105398,1409.2375,147.7
163307688,500,96.79
138034588,5743.46,4855.81
806364380,1207.4125,0
179802493,2390.3625,1111.21
625460553,0,1078.54
825301427,500,168.44
967700079,500,0
410269792,500,74.99
694241275,973.7125,98.47
315248944,1392.15,314.23
859271803,0,549.9
840213364,0,529.97
994863359,500,5719.48
836752206,0,0
477735583,0,95.7
921332258,0,64.76
148976406,1031.1,1317.07
493576723,0,102.43
423040800,0,242.78
711078090,2777.56,4679.78
936107794,0,259.23
597001170,0,412.07
709482078,500,448.17
958909596,3085.82,5213.65
430988861,2310.5,0
457422620,0,420.27
530159599,986.3125,68.91
585741002,500,0
399516320,2643.535,4504.89
977055616,1146.0375,0
543859543,1024.54,65.27
885293334,500,317.15
778425700,500,0
569450039,1187.7,86.04
705083052,1169.2125,99.97
201843552,0,449.83
632825821,0,0
918118933,942.725,0
485159931,500,0
179630284,0,934.44
343190833,1683.5125,488.56
979106108,0,0
897383722,2539.15,133.54
482549570,0,0
837405413,0,239.5
526425814,1343.49,138.59
272492093,0,0
917036798,1067.35,78.18
124056647,0,0
461271318,0,123.36
420632647,0,46.93
647818349,500,258.92
432091576,0,1178.94
923680611,1869.16,1108.48
922130521,500,0
475691205,0,666.07
561917987,2227.2,106.93
919858810,2456.625,1073.91
924733166,972.1125,0
990414470,500,611.49
498641801,1591.8,625.26
262112626,0,136.19
536648635,500,761.17
552843469,988.625,78.36
368221987,1967.53,2642.59
542862548,500,535.12
743230163,1810.8375,693.95
133192153,0,1007.1
342157298,2124.45,76.27
940739595,2236.1375,832.89
540402091,500,168.63
680453330,0,103.58
292784007,500,71.37
276790543,0,53.57
589078613,1192.7625,114.75
433691234,2156.3625,763.28
798060307,0,132.54
120227330,500,1082.24
887341365,1177.38,247.71
916201868,1468.1,0
309294580,0,186.01
584197615,1898.175,153.81
354686771,0,728.74
991027852,0,0
494328815,500,113.64
343680609,1022.825,0
943548599,0,77.27
329483801,0,2893.11
693151806,1348.17,111.5
726240434,1711.9,452.67
841138658,2168.3125,0
795138310,500,147.71
985235834,500,903.25
466508067,0,0
229679869,1270.2375,83.34
279178048,992.35,0
476607412,1122.175,77.96
476325942,0,0
322230389,0,459.23
956003410,1310.2375,284.58
762230448,0,211.05
194920544,500,118.14
360896280,0,1140.28
173287309,500,70.99
482393131,500,0
429289000,0,67.01
731967195,500,72.33
726874216,1785.8875,588.33
549832714,0,318.62
155267919,2144.3875,527.2
494727456,0,917.77
438789463,1296.5875,146.43
750322909,1394.3,97.13
641069254,0,139.85
200677785,0,1178.65
805309383,724.9125,88.43
883112923,1132.375,0
536428082,0,131.06
395704031,0,81.31
378764160,1601.775,481.88
356034947,1294.55,317.82
223742673,2150.58,3289.66
652689124,500,938.4
218463984,1401.9,0
950785386,0,140.63
171395712,1334.095,111.16
662391691,1612.64,293.15
398952594,0,483.93
914930377,1124.8125,0
613035621,0,146.55
926329056,1023.9375,0
970149545,1516.85,765.4
334482584,1547.71,462.59
643216687,1202.275,0
280515736,0,64.57
596470489,1128.11,1113.71
379314432,1075.235,104.9
766336215,992.2875,0
740457372,0,1317
713701472,1997.9125,689.66
386270059,0,0
237901803,1109.4875,0
126589330,0,0
989146074,2157.225,0
199882707,1659.05,0
231638714,1089.275,0
188522001,1382.25,140.73
964431067,1755.8,523.89
567695044,0,483.36
110385434,1219.3625,0
443342937,1171.8875,53.57
390968817,500,0
256756105,0,213.54
387557279,1480.6,0
646052939,0,307.56
813339457,2746.515,4685.92
764059762,500,1147.33
655350241,1679.26,831.9
185566143,2215.7125,1015.47
360437592,2389.275,1111.18
777884670,500,248.52
569528348,500,0
755599361,500,2779.07
624119409,1125.2,0
925968415,1290.655,128.42
356850578,500,25.38
382343633,500,1147.72
232996394,1265.02,140
831829824,0,100.22
453369053,0,68.9
679980434,2508.06,3495.01
664544253,2308.91,1076.84
900318337,2041.5875,765.79
659517158,2610.15,3147.79
829809356,0,102.54
680610810,0,94.34
412048340,1336.4625,210.54
854146570,1059.72,460.49
721589976,500,379.62
194775235,500,56.92
247241642,0,147.36
369129888,1780.5,0
568339195,1541.435,638.6
857255484,500,69.19
875364013,500,1141.83
198469123,3058.82,773.43
400077443,0,3686.15
734311912,500,243.17
913784856,1703.425,415.75
698069898,500,419.8
633987315,1060.115,338.31
254104825,1057.2125,0
702469281,1871.35,189.77
733069829,1048.3,0
229000723,500,1559.92
764186265,2092.0375,495.85
115277488,0,103.78
409255420,2376.9875,155.15
458272111,500,0
459321799,4189.39,3283.58
411123909,0,94.18
279405131,500,165.26
868289906,500,0
899083883,2153.92,467.83
278375620,500,0
445851373,0,91.9
895033008,0,95.34
890454888,1146.86,236.74
605189850,1010.31,245.17
565123554,3337.115,5726.35
892523426,1240.25,104.41
604606762,500,163.33
815434320,2001.9875,219.46
329240547,500,832.7
529397713,500,0
702482984,500,0
598427968,1056.5875,84.21
957818830,0,112.58
648246288,0,1519.88
330549339,1133.0875,113.23
975034502,1316.125,81.85
173559072,0,7113.89
112268929,0,0
545462352,1040.465,1247.51
474045822,2210.66,3479.53
656950550,0,118.88
834457694,500,287.28
741165243,1332.7125,120.29
835877046,2096.375,763.05
300163629,0,122.52
609464844,1955.41,1074.56
273089027,1084.3125,0
335452240,500,146.11
614887070,2627.915,4339.6
492596058,0,0
866809889,0,170.13
432335224,1558.2875,97.03
405790584,0,62.39
308011812,5303.27,3834.87
453774188,500,0
507394374,1548.175,446.83
497551688,1909.7875,661.56
667622080,500,91.48
337906193,500,576.97
337472445,1586.7,627.2
146414042,1321.03,657.38
795405407,671.8125,-1.85
349516860,1818.585,1461.57
941864332,1368.94,482.33
178918652,0,95.97
719075352,1987.175,561.71
114314121,2316.275,276.32
144318401,1395.5125,179.72
622676254,500,323.54
813444157,1865.3,2792.22
883199341,0,253.77
985255115,2026.7125,832.92
435026328,0,103.62
446559546,500,858.14
866281649,500,134.02
614608318,500,96.53
803286981,500,0
921189873,500,71.73
703947038,0,69.25
890804610,1309.1,0
941192874,1083.375,207.47
674481516,0,486.9
945886427,500,62.59
178216113,500,43.79
154918957,500,135.82
625549748,0,77.53
419008630,0,-8.45
674161069,1532.0625,254.44
230552553,5486.3,3665.41
363728684,1097.1625,0
387057162,500,5895.86
201275122,1347.0375,0
783060490,500,82.92
746965979,1213.9125,71.7
344875541,1049.78,93.75
569822633,1773.4125,97.54
503764887,0,1385.93
670835849,0,387.23
392627766,1429.0375,195.27
981377346,1399.98,1527.09
257354100,1628.35,99.11
328397176,2397.275,1006.2
420251614,0,1387.94
605858095,0,71.97
135986639,500,49.65
111879694,500,5859.91
162725817,1702.17,357.96
775373209,1064.5125,85.55
603209696,1075.4125,140.15
426294483,877.15,46.12
445713395,0,98.33
908777948,0,130.38
187499056,1295.89,1250.61
866672711,3978.44,2647.75
252575502,500,6929.4
410058886,0,3650.27
776964886,0,92.08
194276287,0,0
943810964,1303.2625,0
838901943,500,0
865389483,500,0
274128755,1003.005,699.28
712352430,0,383.98
731324057,500,82.67
256172058,1042.615,0
865165194,1907.87,132.51
575663909,1045.3125,280.03
125524425,1238.15,0
760549059,1660.15,768.47
946057735,500,116.61
430338880,0,838.94
256643648,500,630.76
483531732,500,637.45
745267724,1474.4625,103.38
445734303,500,121.19
845559839,0,200.06
265876280,1607.32,867.33
624047486,0,0
599212103,1893.75,761.51
781162461,0,123.98
441826855,1060.45,0
791915630,0,135.9
528410390,500,658.89
549113031,0,104.35
689704326,0,0
890675086,0,98.14
538263036,500,81.34
587628185,1136.5125,0
147449646,1372.35,1321.04
369918161,1219.3625,44.22
743395269,0,635.97
500991505,500,350.33
860956057,0,0
676956826,0,569.39
248498549,500,167.56
926190300,0,133.2
867367726,2342.225,75.69
680905782,500,127.48
535691256,2158.29,0
649172997,1840.775,557.27
926212468,1253.275,1180.86
540482542,0,108.71
397419243,1923.6875,729.87
504233748,0,0
404428066,0,114.59
493562333,500,0
905471012,1726.9625,450.8
591867882,1281.325,183.89
305592047,500,696.43
275308646,1352.5125,139
794070230,1728.1875,453.51
174408064,1222.3,214.99
611733053,2852.325,4131
244405906,1173.695,1387.33
894344167,500,0
437483668,1167.625,112.42
994793543,500,592.64
873441328,0,81.79
649208931,500,161.41
609109225,500,0
606305171,1350.79,113.11
745184688,1908.33,0
846758594,0,1109.03
527198153,0,448.34
864118807,1333.6375,68.9
713976285,500,0
996071106,500,1425.09
451182711,500,126.48
939005398,500,0
401741099,3349.15,5718.64
943219352,4935.96,4152.01
349690087,500,1144.33
580471667,1182.4125,76.9
654147527,1683.1,417.77
667768906,0,599.4
358901709,1045.725,0
181684379,0,77.62
578381235,0,0
935849752,500,0
246947830,500,0
760033369,0,154.13
647966624,0,2667.14
280816245,0,95.95
217469715,500,148.62
414759874,2132.85,867.92
165530334,500,91.05
155242035,1308.77,1352.53
998607660,1020.2,0
811484943,2186.9875,263.64
763795716,1276.6375,78.91
805329795,2303.175,114.84
529145157,1924.675,492.47
965475130,1250.5875,207.15
194095469,500,149.38
355534281,1510.8125,282.55
162459073,2715.89,1526.92
698188872,500,212.27
701230730,500,1664.15
168659782,0,0
575962135,0,799
189932745,1328.225,111.14
427978534,2248.025,799.04
381551645,1214.025,0
482466984,0,1007.69
318086852,500,1217.02
811454563,1574.2875,0
324908912,2493.175,0
137032219,0,0
589135922,0,0
542445524,2358.275,113.89
387814965,0,74.22
702522768,1568.9625,125.41
316822475,1459.4125,213.72
436824430,1931.3375,626.79
139437365,0,0
996565362,0,3668.59
940485970,1720.85,760.75
496335247,0,0
730049611,0,86.41
871577523,500,0
638312178,0,660.99
958069481,0,418.82
616592575,2809.885,4518.55
432522491,0,135.5
367322615,500,0
299885894,1084.525,144.96
847063361,500,868.26
105739046,0,2641.23
714868142,1372.425,140.49
777862735,2097.075,0
366684412,500,1317.88
176961171,500,281.65
390535346,3835.015,6757.15
324000634,500,5547.63
385355044,1599.1,694.24
537267472,989.8125,78.55
261772053,1104.65,0
633431340,0,2940.4
212911362,1122.75,0
427913464,1553.56,111.27
829618506,0,60.91
626978638,1953.74,0
106772086,500,114.92
881575835,1994.55,833.32
686965693,0,0
311261569,500,350.69
113265358,1327.59,383.62
985020290,500,0
137070373,1031.575,0
243762859,0,0
868116099,1884.1375,112.53
401429522,500,144.66
935225017,500,0
404860755,500,0
113044714,1741.0625,416.22
250670942,500,248.82
228462048,0,142.51
716747049,500,0
349704306,1141.1,0
139273753,2099.425,730.1
794107727,957.8,0
494718923,0,48.99
489413749,998.1375,0
805240283,2165.1125,934.95
547980797,1596.9375,517.67
745378390,1622.725,445.74
654747383,1027.315,698.08
806504360,1255.225,68.61
132155257,500,0
553717792,500,235.08
252612289,500,73.15
703958033,500,3324.89
512708919,2098.1375,495.51
608330504,500,0
830811435,0,762.43
929628359,1184.8625,65.83
335425244,1702.325,253.44
805693585,1330.225,108.41
682577454,0,229.81
753864744,0,1039.04
873674549,1368.9875,122.25
946982735,500,-30.69
513121335,0,63.09
271197611,2361.08,1422.96
610997567,1425.4375,357.88
493853483,1200.01,1011.29
470492630,0,76.91
596722499,1572.725,161.63
857416467,1660.4125,426.08
500912425,1941.725,727.14
203674034,2395.625,72.28
150429875,0,906.2
663619843,500,104.44
126600219,2257.45,0
415975870,500,0
803291478,1145.7375,0
672099332,1753.1875,455.71
286350251,1069.785,1144.34
710885532,793.6,81.17
129116199,500,143.63
812198152,0,5032.49
578634431,0,0
273139449,3457.72,1459.94
875883670,1726.4875,0
756423094,500,0
424624705,500,0
366365150,0,77.1
999063280,0,90.89
138058825,500,102.15
626665274,500,272.27
189544496,1311.7125,0
869671968,2454.325,0
840550116,500,143.84
792239525,1143.1375,79.65
631996680,500,91.19
217478457,500,324
974742703,2136.6,78.06
774798263,0,33.97
143640381,2100.275,75.14
419948987,500,900.16
506263545,1555.1375,0
847255927,1951.025,214.76
245430202,1629.9,420.59
837372826,500,113.87
974270573,0,6415.17
597478568,1104.575,231.33
164739371,1975.7,490.26
716109958,0,838.46
778990418,1444.8875,0
491592905,1790.6375,188.12
417664532,2270.775,0
822775725,0,131.94
206036665,3184.02,4873.53
589546363,0,935.31
776592851,0,693.06
445691827,500,188.42
701843713,1735.825,0
761976878,0,4506.01
572193820,0,5372.23
367496086,0,98.42
497915560,4286.505,5919.11
740700432,0,266.49
492404194,1211.6375,0
435809032,0,170.69
814264769,1642.5375,0
498462739,500,832.51
305552173,0,124.06
355666787,1265.2,115.12
422617574,1961.3625,103.09
858044847,2138.2375,889.35
594982790,500,3993.44
789980421,1250.475,352.09
893406860,1641.575,86.72
968423377,0,1597.24
128839370,1150.4375,83.65
608008002,1208.7,0
902365322,967.125,0
257646424,500,866.23
479207142,1140.425,75.15
640136118,500,110.35
347763988,500,1317.37
450412202,500,351.36
713918322,1701.475,91.78
748011015,139.75,111.8
692742425,1730.575,111.4
719001839,1588.51,0
345145955,0,0
754585430,1032.3625,115.25
811640170,1057.38,869.57
750903220,500,184.62
107657790,1435.975,0
119978979,500,608.55
667918384,500,116.39
167301818,0,116.94
764261341,1357.7,380.25
105117446,500,418.99
242272353,960.9,0
183112302,2451.2625,1180.5
928468130,500,420.28
192874232,0,70.82
283540754,1040.1875,65.45
702731802,1504.8875,449.51
905187581,1050.62,1318.16
493913299,1183.025,78.93
684450697,500,4360.4
636093284,1263.9,165.61
535189781,500,665.76
921133493,1720.7,488.76
805652366,0,795.18
233913842,500,3484.97
659586250,500,1628.54
222659726,2486.05,0
732907871,1518.5875,106.39
360439337,0,0
788457047,0,0
828222359,1059.69,800.29
911445271,500,452.51
476312859,3673.345,6415.67
719040722,2235.76,867.6
529219589,0,0
396007192,500,90.73
242430801,1770.2625,493.05
175470847,0,412.76
152621999,500,730.48
450493569,1061.845,1283.09
352166768,2164.3375,115.75
965540456,2465.8,0
191537216,0,0
185016700,2427.05,767.56
597851416,500,279.29
624035432,0,383.18
527500239,500,660.49
503500231,91.9625,73.57
103589475,0,239.11
920859501,1220.925,147.8
859199734,0,626.07
239675724,0,63.02
269517297,1748.15,0
842384195,500,143.44
135607304,1530.6125,115.74
471107014,500,5046.44
374932020,4289.54,7621.52
613039846,500,80.6
526122526,0,0
534425777,1582,418.82
289312605,0,139.18
499793225,0,5036.19
749267500,500,625.76
998038331,500,178.8
470741539,1499.675,0
895719292,500,0
222965574,1228,131.37
588438749,500,573.38
146581687,500,310.2
708223804,0,0
156718792,2459.6,1178.22
995941091,0,0
155560909,1247.675,0
803247098,1190.275,0
474766707,500,1424.05
940766031,500,83.8
845830380,500,557.53
884170433,2275.2375,522.47
516583741,1537.6625,0
196580786,0,51.88
608297099,0,271.32
533106896,5604.73,4674.33
802317268,500,112.23
529159194,1443.6875,0
575772888,500,0
615930115,2405.2875,1038.5
443268417,500,699.2
512221385,500,0
425499661,500,93.99
292120446,0,149.42
489772641,500,1319.09
297410099,0,693.21
445285151,0,482.94
573097200,0,101.56
952503218,0,1011.25
276332327,2139.875,0
720786297,500,315.18
101139647,1033.665,1214.99
103967741,0,902.96
173637488,1703.5,482.96
930536134,2474.75,1041.14
608587628,1477.0625,624.6
960825575,500,324.8
165730899,2475.625,128.38
821239819,1094.5375,280.99
470762841,977.4375,0
351728579,2246.95,865.54
913677509,1102.6375,70.41
528753947,1090.13,1421.8
757946509,1800.97,141.25
577058254,0,92.64
719321822,1132.075,92.6
857329340,1919.3,0
339106256,2127.575,0
476957896,0,0
966696422,1172.875,0
442568582,1681.0125,149.41
304749678,500,446.84
243394265,1351.3625,90.81
668136800,0,0
229831348,500,247.34
817694816,0,168.33
203155875,500,556.9
483904178,500,554.55
353322469,0,413.07
194269709,500,0
418987384,2230.9,0
306373174,0,5543.51
900184164,500,93.65
218139019,0,86.13
274832257,3201.445,5542.1
592459244,500,446.83
358533789,500,447.9
630167854,1199.57,0
332222030,0,0
331328607,2274.95,0
738577370,2343.9625,562.94
193731608,1221.7875,0
564354477,500,163.25
940155295,500,0
141729650,1738.2875,102.86
736207782,0,70.7
328534865,1246.01,0
893520549,2499.49,1663.03
284874836,1832.325,323.95
720097838,500,117.97
906951098,0,0
147947373,1103.9625,121.05
895165147,2226.87,3639.77
191758447,500,5388.67
632249040,500,0
554349118,0,67.92
373577803,0,0
510668017,500,1039.33
543169563,500,452.68
558437498,1016.575,62.12
625924284,500,695.57
241306755,1913.25,0
494050303,1046.125,66.87
203840544,1823.3375,699.63
607849823,500,0
845496045,500,1629.14
538567169,500,0
924618962,2088.475,82.93
854298101,1246.92,0
476994836,0,1351.61
391699479,1114.68,280.67
723393421,500,0
549617904,1078.175,77.34
852870455,1337.12,0
708125204,0,291.92
526857468,500,74.25
758656045,1489.5375,341.99
599657046,0,697.12
952546205,3231.895,5224.11
194926330,1826.71,1702.26
712975354,500,412.9
144091403,500,73.22
231458763,1840.1,262.43
183328900,0,210.87
694008165,1598.7125,0
304159310,2031.1,393.32
271002533,1091.75,1281.88
907851440,500,1039.02
801842183,851.5875,84.52
562256125,500,489.28
205966229,500,4387.97
841266963,500,168.61
274163408,500,664.74
139882163,1684.075,0
157759602,0,86.57
713508277,2623.56,802.86
827884630,0,102.07
622119671,1111,904.8
337822601,1526.075,489.94
939496823,1779.375,487.72
136913349,1470.95,419.24
632732233,500,0
603817340,500,4185.26
517204563,2268.15,596.18
745187647,3568.74,5555.26
297310645,0,622.32
120266274,1218.5625,210.13
251760727,0,1389.43
105714948,500,65.69
926897983,1952.625,0
952844294,500,85.49
940572702,2193.525,0
392985676,963.4375,0
241629264,500,213.34
975619075,1304.6375,72.77
557471732,0,0
112924111,0,2783.51
734496811,1333.6125,97.69
909190868,0,0
890794569,1224.56,600.55
162802968,564.3,51.44
967372152,899.1875,0
212286489,500,0
573582051,1150.52,0
353623458,1190.8875,0
536547858,500,74.75
613314796,1093.9625,0
427158009,500,453.19
549428258,1061.7,66.01
805012100,500,69.91
513719872,1205.075,0
835530872,1999.325,219.84
554195302,1419.98,942.52
547925825,991.325,0
360246875,2487.575,121.62
824472505,0,620.6
866284620,1780.0125,592.66
496100991,2092.5375,457.7
392057299,1600.85,166.82
365707692,1061.125,95.43
312264839,1129.825,96.24
369078272,500,456.27
813587449,0,83.14
401499511,1495.2125,274.4
828262420,500,155.83
342623393,0,357.86
225207162,3146.415,4695.99
118309407,1458.4125,141.96
791094399,0,866.08
577323890,0,453.79
166439704,0,0
823119262,1377.1375,318.36
299857444,1317.95,244.07
822753724,500,0
953469279,500,136.96
332985686,2253.88,2986.87
415185073,0,68.51
359496270,1006.7875,63.66
204026209,1459.575,0
649634273,2125.6875,459.54
701516709,0,700.63
281151736,961.5125,0
200095882,1248.7875,135.95
765237926,2604.74,4444.12
402500202,0,1455.49
424371935,2123.4,525.82
800946837,2481.55,769.51
748313600,1542.225,247.5
644788450,500,4700.17
330794845,0,258.34
671864565,500,136.1
786807077,1122.23,903.39
670267723,1934.78,1113.02
146951731,1421.825,0
607290435,1009.545,661.94
579696360,500,230.83
483327063,0,123.83
188151234,1476.4625,88.65
986368697,0,1389.03
405096184,1024.5,47.62
521323731,1823.25,524.11
513126247,500,68.75
340942132,1786.175,1047.09
659735831,1618.475,0
531862255,500,0
689710909,1080.4,0
653888538,1311.555,0
144604504,1270.1125,80.27
551562531,500,0
456875835,500,518.76
832543973,1203.325,35.62
896833515,1057.225,64.07
383312082,0,0
218020482,500,100.44
163444541,2476.625,72.21
290275257,500,491.21
316342755,0,0
498661985,1574.5875,0
851983169,0,3481.29
149872371,1093.95,1268.65
644076466,0,0
577991220,500,129.77
250062440,1170.725,130.04
312804838,0,94.78
934463962,500,864.92
827197287,500,97.69
660780198,0,1388.01
619855242,0,0
610483024,500,620.07
190338703,0,116.01
538462037,500,1212.81
578488400,500,130.95
897476425,1710.18,2609.22
895867353,0,319.54
330501760,0,255.59
495785850,500,238.65
376915105,500,141.38
274226133,500,357.86
394162755,3914.235,5575.4
336047547,1093.8,0
697098305,1025.015,1110.27
468232620,0,126.13
534172288,1241.95,308.44
755073713,0,109.17
107487197,1044.6375,126.79
365378229,0,85.77
865604659,1323.16,488.02
542853149,0,317.89
489131929,500,0
609215991,1644.4,0
716367348,4148.08,6598.84
209193037,2373.8,116.33
994755633,500,0
799465531,500,0
612587728,500,454.19
599149785,0,0
198514933,0,0
411308166,2096.0125,557.38
779355687,1128.085,939.03
571048848,0,5723.27
115442833,500,5032.8
234021990,500,4155.39
427964616,500,520.48
743431704,963.1125,0
963699876,1787.2125,590.49
657893193,1219.3,0
940130716,500,71.48
765647390,1012.39,72.15
303631957,1741.4,557.17
965039263,500,112.19
328468039,500,4506.4
599689400,1350.2375,67.87
294905932,500,111.07
991624197,0,657
252537859,1204.3,331.35
339925527,500,118.56
894473538,1043.66,800.48
895984864,0,497.72
839520479,1115.075,0
435203514,500,323.54
405154605,1072.6625,0
289657736,1844.6125,544.01
996631918,500,0
846634619,0,0
645805614,0,0
516586231,0,7277.9
967409613,0,0
557336891,1710.9125,110.47
319325886,1347.27,418.72
356740817,500,517.76
603610185,1049.025,0
762762378,0,0
968527110,1832.1875,119.2
836750081,1904.185,2968.15
382750309,1312.9625,0
317888509,500,122.08
350750482,500,0
384569267,1079.31,462.84
992334090,1120.175,79.45
671794234,1406.59,622.62
115518417,500,0
195287364,2168.28,3457.03
832761851,2156.3375,389.79
152494706,1146.825,0
120816743,1096.425,110.94
601041511,0,0
327752208,0,184.49
196069653,1349.9875,269.93
318661953,1716.4125,354.22
933346915,500,0
498611810,0,238.76
995604008,500,508.15
812140279,1140.4875,0
142266667,1503.875,0
914313289,500,0
308551029,2028.9375,797.81
830341956,1473.0875,1178.47
108364331,943.9625,80.19
979518299,500,0
679129298,0,0
883046547,1936.65,797.14
145119999,500,121.37
315328867,500,1489.79
993171264,0,1390.07
670239186,500,793.56
176851838,500,0
703157061,3744.405,5901.97
810538225,1333.2625,182.71
148817816,1127.175,151.38
977300249,0,621.12
112347903,500,212.74
497950628,0,519.25
531407610,1594.2125,101.42
852784504,1353.075,191.74
469263749,1792.4875,100.51
325470238,0,245.03
938770368,500,899.72
570429616,2221.2,112.94
455685202,0,590.64
