"Cust_ID","Concession_Total","Most_Purch_Concession"
926329056,819.15,"Soda"
970149545,751.45,"Burger"
334482584,2632.83,"Beer"
643216687,961.82,"Beer"
280515736,817.36,"Beer"
596470489,1142.51,"Specialty"
379314432,2045.57,"Beer"
766336215,793.83,"Popcorn"
740457372,842.99,"Soda"
713701472,908.67,"Specialty"
386270059,936.05,"Beer"
237901803,887.59,"Popcorn"
126589330,665.67,"Popcorn"
989146074,862.89,"Beer"
199882707,1327.24,"Burger"
231638714,2178.55,"Burger"
188522001,965.07,"Specialty"
964431067,880.75,"Peanuts"
567695044,765.68,"Candy"
110385434,975.49,"Burger"
443342937,883.94,"Popcorn"
390968817,609.49,"Burger"
256756105,698.04,"Burger"
387557279,784.48,"Hot Dog"
646052939,972.77,"Popcorn"
813339457,807.11,"Peanuts"
764059762,1251.91,"Popcorn"
655350241,847.36,"Soda"
185566143,757.1,"Hot Dog"
360437592,800.24,"Candy"
777884670,940.46,"Soda"
569528348,975.94,"Beer"
755599361,931.87,"Beer"
624119409,900.16,"Specialty"
925968415,2452.89,"Specialty"
356850578,642.22,"Popcorn"
382343633,1229.48,"Beer"
232996394,2390.04,"Soda"
831829824,1168.76,"Burger"
453369053,653.74,"Beer"
679980434,1521.11,"Specialty"
664544253,1232.07,"Soda"
900318337,867.48,"Beer"
659517158,2072.51,"Hot Dog"
829809356,1195.48,"Burger"
680610810,896.03,"Popcorn"
412048340,858.63,"Hot Dog"
854146570,1658.95,"Soda"
721589976,974.4,"Soda"
194775235,666.6,"Burger"
247241642,936.53,"Hot Dog"
369129888,712.2,"Hot Dog"
568339195,2444.27,"Popcorn"
857255484,821.02,"Beer"
875364013,902.92,"Beer"
198469123,2285.39,"Popcorn"
400077443,2088.31,"Soda"
734311912,428.88,"Soda"
913784856,946.99,"Specialty"
698069898,904.53,"Specialty"
633987315,1781.92,"Soda"
254104825,845.77,"Burger"
702469281,1307.31,"Beer"
733069829,838.64,"Popcorn"
229000723,914.79,"Peanuts"
764186265,1177.78,"Beer"
115277488,623.67,"Hot Dog"
409255420,1746.44,"Soda"
458272111,861.52,"Hot Dog"
459321799,905.81,"Hot Dog"
411123909,1910.22,"Beer"
279405131,1793.53,"Burger"
868289906,825.66,"Popcorn"
899083883,1686.09,"Soda"
278375620,737.05,"Beer"
445851373,1182.81,"Peanuts"
895033008,1265.02,"Candy"
890454888,910.12,"Specialty"
605189850,765.14,"Hot Dog"
565123554,947.88,"Beer"
892523426,887.79,"Soda"
604606762,809.01,"Soda"
815434320,1382.13,"Hot Dog"
329240547,922.54,"Specialty"
529397713,2438.2,"Popcorn"
702482984,1381.31,"Peanuts"
598427968,761.06,"Specialty"
957818830,922.21,"Hot Dog"
648246288,752.01,"Soda"
330549339,793.24,"Hot Dog"
975034502,971.05,"Beer"
173559072,1162.54,"Popcorn"
112268929,1245.98,"Burger"
545462352,833.42,"Beer"
474045822,941.79,"Popcorn"
656950550,1912.11,"Beer"
834457694,1264.19,"Burger"
741165243,945.88,"Beer"
835877046,914.05,"Hot Dog"
300163629,2405.3,"Soda"
609464844,880.85,"Hot Dog"
273089027,867.45,"Beer"
335452240,1099.38,"Hot Dog"
614887070,916.23,"Candy"
492596058,815.38,"Hot Dog"
866809889,1197.69,"Burger"
432335224,1149.6,"Beer"
405790584,707.35,"Hot Dog"
308011812,1468.4,"Beer"
453774188,741.05,"Peanuts"
507394374,791.71,"Beer"
497551688,866.27,"Soda"
667622080,758.82,"Specialty"
337906193,1326.22,"Specialty"
337472445,959.5,"Beer"
146414042,663.65,"Candy"
795405407,539.3,"Beer"
349516860,2175.6,"Specialty"
941864332,886.61,"Soda"
178918652,1217.43,"Hot Dog"
719075352,1028.03,"Beer"
114314121,650.19,"Popcorn"
144318401,936.69,"Specialty"
622676254,1283.86,"Popcorn"
813444157,938.38,"Beer"
883199341,1264.69,"Hot Dog"
985255115,788.45,"Hot Dog"
435026328,1079.28,"Beer"
446559546,885.88,"Burger"
866281649,1079.41,"Beer"
614608318,682.96,"Popcorn"
803286981,798.82,"Beer"
921189873,833.03,"Burger"
703947038,897.31,"Burger"
890804610,1309.1,"Beer"
941192874,1959.28,"Beer"
674481516,836.98,"Popcorn"
945886427,963.25,"Popcorn"
178216113,456.77,"Hot Dog"
154918957,907.66,"Specialty"
625549748,639.03,"Beer"
419008630,607.95,"Burger"
674161069,971.21,"Popcorn"
230552553,1820.89,"Candy"
363728684,877.73,"Beer"
387057162,922.34,"Peanuts"
201275122,1077.63,"Soda"
783060490,662.04,"Beer"
746965979,899.43,"Soda"
344875541,956.03,"Beer"
569822633,1321.19,"Beer"
503764887,858.43,"Soda"
670835849,1219.78,"Popcorn"
392627766,947.96,"Beer"
981377346,1272.87,"Beer"
257354100,1203.57,"Specialty"
328397176,911.62,"Beer"
420251614,1288.46,"Popcorn"
605858095,805.97,"Beer"
135986639,834.45,"Specialty"
111879694,1130.93,"Hot Dog"
162725817,1344.21,"Hot Dog"
775373209,766.06,"Peanuts"
603209696,720.18,"Peanuts"
426294483,655.6,"Beer"
445713395,1276.04,"Specialty"
908777948,1194.63,"Burger"
187499056,1341.17,"Soda"
866672711,1330.69,"Specialty"
252575502,1041.3,"Beer"
410058886,1526.44,"Burger"
776964886,1144.27,"Beer"
194276287,879.83,"Beer"
943810964,642.61,"Popcorn"
838901943,2317.02,"Soda"
865389483,939.44,"Hot Dog"
274128755,1306.73,"Beer"
712352430,980.56,"Beer"
731324057,880.72,"Candy"
256172058,2085.23,"Popcorn"
865165194,1775.36,"Popcorn"
575663909,556.22,"Peanuts"
125524425,990.52,"Popcorn"
760549059,891.68,"Specialty"
946057735,817.39,"Burger"
430338880,1889.25,"Hot Dog"
256643648,1415.3,"Hot Dog"
483531732,893.01,"Candy"
745267724,1076.19,"Candy"
445734303,2545.72,"Soda"
845559839,787.26,"Burger"
265876280,739.99,"Soda"
624047486,634.33,"Specialty"
599212103,753.49,"Hot Dog"
781162461,2123.58,"Popcorn"
441826855,848.36,"Specialty"
791915630,754.84,"Specialty"
528410390,841.9,"Beer"
549113031,1112.06,"Specialty"
689704326,970.47,"Burger"
890675086,1163.91,"Soda"
538263036,771.51,"Soda"
587628185,909.21,"Popcorn"
147449646,1423.66,"Hot Dog"
369918161,931.27,"Burger"
743395269,1934.7,"Soda"
500991505,954.26,"Peanuts"
860956057,2446.65,"Burger"
676956826,1901.91,"Beer"
248498549,928.97,"Hot Dog"
926190300,861.9,"Hot Dog"
867367726,861.2,"Beer"
680905782,1108.87,"Soda"
535691256,2158.29,"Burger"
649172997,915.35,"Popcorn"
926212468,1325.69,"Hot Dog"
540482542,642.42,"Beer"
397419243,809.08,"Beer"
504233748,664.76,"Popcorn"
404428066,638.5,"Popcorn"
493562333,1249.86,"Hot Dog"
905471012,930.77,"Burger"
591867882,841.17,"Beer"
305592047,1436.8,"Beer"
275308646,943.01,"Burger"
794070230,929.04,"Hot Dog"
174408064,762.85,"Specialty"
611733053,1573.65,"Hot Dog"
244405906,960.06,"Beer"
894344167,1187.61,"Hot Dog"
437483668,821.68,"Popcorn"
994793543,776.93,"Hot Dog"
873441328,901.41,"Soda"
649208931,1878.93,"Soda"
609109225,1312.43,"Specialty"
606305171,1237.68,"Popcorn"
745184688,1908.33,"Beer"
846758594,795.2,"Popcorn"
527198153,795.25,"Peanuts"
864118807,998.01,"Hot Dog"
713976285,1061.79,"Candy"
996071106,854.18,"Hot Dog"
451182711,2443.42,"Soda"
939005398,817.01,"Beer"
401741099,979.66,"Soda"
943219352,783.95,"Burger"
349690087,766.71,"Burger"
580471667,869.03,"Peanuts"
654147527,928.71,"Popcorn"
667768906,1748.5,"Beer"
358901709,836.58,"Soda"
181684379,821.49,"Beer"
578381235,810.74,"Beer"
935849752,1163.21,"Beer"
246947830,830.97,"Popcorn"
760033369,1592.14,"Peanuts"
647966624,2705.16,"Hot Dog"
280816245,1443.92,"Beer"
217469715,961.21,"Popcorn"
414759874,838.36,"Hot Dog"
165530334,800.24,"Soda"
155242035,1265.01,"Specialty"
998607660,816.16,"Popcorn"
811484943,1485.95,"Soda"
763795716,942.4,"Popcorn"
805329795,1727.7,"Candy"
529145157,1047.27,"Soda"
965475130,793.32,"Specialty"
194095469,886.4,"Soda"
355534281,926.1,"Beer"
162459073,1188.97,"Beer"
698188872,742.83,"Soda"
701230730,717.58,"Beer"
168659782,893.37,"Beer"
575962135,1163.33,"Popcorn"
189932745,951.44,"Popcorn"
427978534,999.38,"Hot Dog"
381551645,971.22,"Beer"
482466984,1272.95,"Burger"
318086852,1417.16,"Hot Dog"
811454563,1259.43,"Specialty"
324908912,997.27,"Specialty"
137032219,724.87,"Soda"
589135922,646.44,"Hot Dog"
542445524,829.42,"Burger"
387814965,660.59,"Popcorn"
702522768,1129.76,"Beer"
316822475,953.81,"Hot Dog"
436824430,918.28,"Beer"
139437365,1307.79,"Hot Dog"
996565362,1105.92,"Burger"
940485970,960.1,"Hot Dog"
496335247,906.74,"Beer"
730049611,984.79,"Burger"
871577523,1208.74,"Beer"
638312178,832.25,"Beer"
958069481,576.48,"Soda"
616592575,1101.22,"Burger"
432522491,1367.73,"Hot Dog"
367322615,1672.7,"Beer"
299885894,722.66,"Beer"
847063361,1324.58,"Soda"
105739046,1399.1,"Peanuts"
714868142,957.45,"Popcorn"
777862735,838.83,"Beer"
366684412,1320.75,"Candy"
176961171,900.71,"Beer"
390535346,912.88,"Burger"
324000634,871.66,"Beer"
385355044,904.86,"Beer"
537267472,713.3,"Specialty"
261772053,883.72,"Burger"
633431340,752.94,"Hot Dog"
212911362,1122.75,"Burger"
427913464,1442.29,"Soda"
829618506,597.68,"Specialty"
626978638,1953.74,"Soda"
106772086,925.19,"Candy"
881575835,762.32,"Specialty"
686965693,1345.51,"Peanuts"
311261569,799.33,"Beer"
113265358,943.97,"Beer"
985020290,699.72,"Hot Dog"
137070373,825.26,"Soda"
243762859,876.96,"Peanuts"
868116099,1394.78,"Beer"
401429522,858.51,"Peanuts"
935225017,694.91,"Specialty"
404860755,1384.77,"Beer"
113044714,976.63,"Popcorn"
250670942,857.65,"Popcorn"
228462048,2626.13,"Beer"
716747049,1547.18,"Beer"
349704306,912.88,"Hot Dog"
139273753,949.44,"Soda"
794107727,766.24,"Beer"
494718923,943.24,"Beer"
489413749,798.51,"Popcorn"
805240283,797.14,"Candy"
547980797,759.88,"Beer"
745378390,852.44,"Soda"
654747383,1356.55,"Beer"
806504360,935.57,"Beer"
132155257,739.07,"Soda"
553717792,1770.26,"Hot Dog"
252612289,897.89,"Beer"
703958033,765.44,"Beer"
512708919,1183,"Beer"
608330504,801.91,"Candy"
830811435,0,"Candy"
929628359,882.06,"Soda"
335425244,1108.42,"Peanuts"
805693585,955.77,"Beer"
682577454,865.1,"Peanuts"
753864744,873.27,"Beer"
873674549,972.94,"Hot Dog"
946982735,499.87,"Popcorn"
513121335,731.84,"Popcorn"
271197611,938.12,"Popcorn"
610997567,782.47,"Candy"
493853483,1388.73,"Specialty"
470492630,921.44,"Candy"
596722499,1096.55,"Burger"
857416467,902.25,"Popcorn"
500912425,826.24,"Beer"
203674034,885.97,"Soda"
150429875,1414.35,"Beer"
663619843,1399.93,"Specialty"
126600219,1805.96,"Candy"
415975870,1137.63,"Hot Dog"
803291478,916.59,"Specialty"
672099332,946.84,"Burger"
286350251,995.23,"Popcorn"
710885532,553.71,"Soda"
129116199,933.35,"Beer"
812198152,871.79,"Soda"
578634431,810.67,"Beer"
273139449,1997.78,"Popcorn"
875883670,1381.19,"Soda"
756423094,651.45,"Popcorn"
424624705,2469.14,"Hot Dog"
366365150,983.84,"Beer"
999063280,1036.68,"Hot Dog"
138058825,1255.19,"Burger"
626665274,2168.85,"Soda"
189544496,649.37,"Beer"
869671968,981.73,"Candy"
840550116,762.58,"Beer"
792239525,834.86,"Soda"
631996680,1369.53,"Beer"
217478457,875.12,"Popcorn"
974742703,776.58,"Specialty"
774798263,817.1,"Beer"
143640381,764.97,"Soda"
419948987,840.42,"Specialty"
506263545,1244.11,"Peanuts"
847255927,565.65,"Specialty"
245430202,883.33,"Popcorn"
837372826,608.74,"Soda"
974270573,1077.65,"Soda"
597478568,652.33,"Soda"
164739371,1090.3,"Popcorn"
716109958,1319.52,"Popcorn"
778990418,1155.91,"Candy"
491592905,1244.39,"Burger"
417664532,1816.62,"Beer"
822775725,2151.29,"Hot Dog"
206036665,1494.51,"Beer"
589546363,777.18,"Popcorn"
776592851,899.73,"Soda"
445691827,1091.59,"Soda"
701843713,1388.66,"Soda"
761976878,862.51,"Soda"
572193820,1059.02,"Peanuts"
367496086,1297.04,"Hot Dog"
497915560,2653.9,"Hot Dog"
740700432,887.98,"Specialty"
492404194,969.31,"Hot Dog"
435809032,846.2,"Specialty"
814264769,1314.03,"Soda"
498462739,778.57,"Burger"
305552173,1428.85,"Beer"
355666787,897.04,"Hot Dog"
422617574,1466,"Popcorn"
858044847,821.24,"Specialty"
594982790,960.49,"Hot Dog"
789980421,648.29,"Soda"
893406860,1226.54,"Soda"
968423377,952.02,"Beer"
128839370,836.7,"Specialty"
608008002,966.96,"Candy"
902365322,773.7,"Beer"
257646424,769.16,"Specialty"
479207142,837.19,"Soda"
640136118,967.39,"Popcorn"
347763988,760.61,"Soda"
450412202,972.95,"Beer"
713918322,1269.4,"Beer"
748011015,0,""
692742425,1273.06,"Hot Dog"
719001839,1588.51,"Popcorn"
345145955,888.11,"Candy"
754585430,710.64,"Beer"
811640170,1245.19,"Hot Dog"
750903220,1218.11,"Peanuts"
107657790,748.78,"Hot Dog"
119978979,1207.98,"Beer"
667918384,1789.65,"Peanuts"
167301818,550.87,"Beer"
764261341,977.45,"Hot Dog"
105117446,994.31,"Soda"
242272353,768.72,"Candy"
183112302,780.51,"Soda"
928468130,878.25,"Hot Dog"
192874232,953.67,"Specialty"
283540754,766.7,"Hot Dog"
702731802,754.4,"Popcorn"
905187581,783.08,"Specialty"
493913299,867.49,"Peanuts"
684450697,1938.14,"Hot Dog"
636093284,845.51,"Beer"
535189781,1074.03,"Popcorn"
921133493,887.8,"Beer"
805652366,817.57,"Burger"
233913842,1446.86,"Hot Dog"
659586250,859.94,"Popcorn"
222659726,994.42,"Hot Dog"
732907871,1108.48,"Popcorn"
360439337,2376.67,"Candy"
788457047,870.94,"Beer"
828222359,1319.09,"Candy"
911445271,839.93,"Burger"
476312859,931.02,"Soda"
719040722,1368.16,"Beer"
529219589,684.66,"Popcorn"
396007192,759.46,"Popcorn"
242430801,923.16,"Specialty"
175470847,922,"Soda"
152621999,695.46,"Burger"
450493569,840.6,"Hot Dog"
352166768,1615.72,"Beer"
965540456,986.32,"Soda"
191537216,1333.98,"Popcorn"
185016700,1174.08,"Popcorn"
597851416,869.48,"Popcorn"
624035432,1315.7,"Candy"
527500239,764.94,"Soda"
503500231,0,""
103589475,821.3,"Specialty"
920859501,828.94,"Popcorn"
859199734,766.95,"Burger"
239675724,419.17,"Beer"
269517297,699.26,"Burger"
842384195,741.16,"Popcorn"
135607304,1108.75,"Popcorn"
471107014,1435.37,"Beer"
374932020,957.56,"Peanuts"
613039846,894.4,"Hot Dog"
526122526,719.88,"Soda"
534425777,846.78,"Soda"
289312605,896.43,"Beer"
499793225,900.47,"Beer"
749267500,878.07,"Soda"
998038331,882.34,"Popcorn"
470741539,799.74,"Beer"
895719292,764.59,"Specialty"
222965574,851.03,"Candy"
588438749,715.2,"Hot Dog"
146581687,653.09,"Hot Dog"
708223804,1135.53,"Peanuts"
156718792,789.46,"Hot Dog"
995941091,703.23,"Hot Dog"
155560909,998.14,"Popcorn"
803247098,952.22,"Burger"
474766707,1805.74,"Popcorn"
940766031,914.43,"Popcorn"
845830380,745.33,"Hot Dog"
884170433,1297.72,"Beer"
516583741,1230.13,"Hot Dog"
196580786,742.56,"Popcorn"
608297099,860.36,"Candy"
533106896,930.4,"Popcorn"
802317268,1372.36,"Soda"
529159194,754.95,"Beer"
