GEOID,ID,Name,State,Annual_Temperature_Avg,Temperature_Baseline,Temperature_Anomaly,Annual_Heating_Degree_Days,Heating_DD_Baseline,Heating_DD_Anomaly,Annual_Cooling_Degree_Days,Cooling_DD_Baseline,Cooling_DD_Anomaly,Heating_Intensity,Cooling_Intensity,Heating_to_Cooling_Ratio,High_Heating_Demand,Very_High_Heating_Demand,Extreme_Heating_Demand,Climate_Category,Is_Very_Cold_Climate,Is_Cold_Climate,Is_Warm_Climate,Is_Warming_Significantly,Temperature_Change_Rate,Heating_Burden_Index,Climate_Extremity,Heating_Efficiency_Change
01021,AL-021,Chilton County,Alabama,64.4,62.7,1.7,11762,13596,-1834,10527,9548,979,32.224657534246575,28.84109589041096,1.1172112462006079,1,1,1,Warm,0,0,1,0,2.7113237639553427,187.59170653907495,1.7,13.489261547513976
01023,AL-023,Choctaw County,Alabama,66.3,64.5,1.8,9662,11648,-1986,12278,10870,1408,26.471232876712328,33.63835616438356,0.7868718951054646,1,1,1,Warm,0,0,1,0,2.7906976744186047,149.7984496124031,1.8,17.050137362637365
01025,AL-025,Clarke County,Alabama,66.7,64.8,1.8,9016,11109,-2093,12376,10979,1397,24.7013698630137,33.90684931506849,0.7284479276076594,1,1,1,Warm,0,0,1,0,2.777777777777778,139.1358024691358,1.8,18.84057971014493
01027,AL-027,Clay County,Alabama,62.4,60.7,1.7,13009,15427,-2418,9194,7702,1492,35.64109589041096,25.18904109589041,1.4147906470908103,1,1,1,Warm,0,0,1,0,2.8006589785831957,214.31630971993408,1.7,15.673818629675246
01029,AL-029,Cleburne County,Alabama,62,59.9,2.1,13182,16539,-3357,9224,7373,1851,36.11506849315069,25.27123287671233,1.4289430894308943,1,1,1,Warm,0,0,1,1,3.505843071786311,220.06677796327213,2.1,20.29747868674043
01031,AL-031,Coffee County,Alabama,66.9,65.4,1.5,8674,10472,-1798,12910,11307,1603,23.764383561643836,35.36986301369863,0.6718302222910696,1,1,1,Warm,0,0,1,0,2.2935779816513757,132.62996941896023,1.5,17.16959511077158
01033,AL-033,Colbert County,Alabama,62,59.9,2.1,14784,17394,-2610,9424,8291,1133,40.50410958904109,25.81917808219178,1.5685941644562333,1,1,1,Warm,0,0,1,1,3.505843071786311,246.81135225375627,2.1,15.00517419799931
01035,AL-035,Conecuh County,Alabama,67,65.4,1.6,8566,10542,-1976,12510,11451,1059,23.46849315068493,34.273972602739725,0.6846774838142434,1,1,1,Warm,0,0,1,0,2.4464831804281344,130.97859327217125,1.6,18.744071333712768
01037,AL-037,Coosa County,Alabama,63.8,62.3,1.6,11967,13864,-1897,10365,9013,1352,32.78630136986301,28.397260273972602,1.1544472313332048,1,1,1,Warm,0,0,1,0,2.5682182985553776,192.08667736757624,1.6,13.682919792267745
01039,AL-039,Covington County,Alabama,67.1,65.6,1.5,8511,10350,-1839,12737,11513,1224,23.317808219178083,34.895890410958906,0.6681582666038625,1,1,1,Warm,0,0,1,0,2.286585365853659,129.7408536585366,1.5,17.768115942028988
01041,AL-041,Crenshaw County,Alabama,65.9,64.4,1.5,9489,11479,-1990,11976,10542,1434,25.997260273972604,32.81095890410959,0.7922685146530851,1,1,1,Warm,0,0,1,0,2.329192546583851,147.3447204968944,1.5,17.336004878473734
01043,AL-043,Cullman County,Alabama,62.3,60.3,2,14007,16562,-2555,9592,8145,1447,38.37534246575343,26.279452054794522,1.4601271760658814,1,1,1,Warm,0,0,1,0,3.316749585406302,232.28855721393035,2,15.426880811496197
01045,AL-045,Dale County,Alabama,67.1,65.7,1.4,8355,10180,-1825,13168,11518,1650,22.89041095890411,36.07671232876712,0.6344445288176779,1,1,1,Warm,0,0,1,0,2.13089802130898,127.1689497716895,1.4,17.927308447937133
01047,AL-047,Dallas County,Alabama,66.2,64.3,1.8,9896,11863,-1967,12523,10773,1750,27.112328767123287,34.30958904109589,0.7901628872564675,1,1,1,Warm,0,0,1,0,2.799377916018663,153.9035769828927,1.8,16.580966028829135
01049,AL-049,DeKalb County,Alabama,60.4,59.3,1.1,14989,17610,-2621,8161,7293,868,41.06575342465754,22.35890410958904,1.8364371477579025,1,1,1,Warm,0,0,1,0,1.854974704890388,252.7655986509275,1.1,14.88358886996025
01051,AL-051,Elmore County,Alabama,65.3,63.7,1.5,10251,12395,-2144,12052,10252,1800,28.084931506849315,33.01917808219178,0.8504936530324401,1,1,1,Warm,0,0,1,0,2.3547880690737832,160.92621664050236,1.5,17.2972972972973
01053,AL-053,Escambia County,Alabama,67.5,66,1.5,7954,9837,-1883,13024,11766,1258,21.791780821917808,35.68219178082192,0.6106717850287908,1,1,0,Warm,0,0,1,0,2.272727272727273,120.51515151515152,1.5,19.14201484192335
01055,AL-055,Etowah County,Alabama,62.6,60.8,1.7,13083,15931,-2848,10182,8508,1674,35.843835616438355,27.895890410958906,1.2847883727781597,1,1,1,Warm,0,0,1,0,2.7960526315789473,215.1809210526316,1.7,17.877094972067038
01057,AL-057,Fayette County,Alabama,63.5,62,1.5,12625,14954,-2329,10683,9571,1112,34.58904109589041,29.268493150684932,1.1816735305129165,1,1,1,Warm,0,0,1,0,2.4193548387096775,203.6290322580645,1.5,15.574428246622976
01059,AL-059,Franklin County,Alabama,61.8,59.9,1.9,14813,17246,-2433,9171,8153,1018,40.583561643835615,25.126027397260273,1.6150239860444833,1,1,1,Warm,0,0,1,0,3.1719532554257093,247.29549248747915,1.9,14.107619158065637
01061,AL-061,Geneva County,Alabama,67.4,66,1.4,7943,9771,-1828,13587,11829,1758,21.76164383561644,37.224657534246575,0.5845599057992347,1,1,0,Warm,0,0,1,0,2.121212121212121,120.34848484848484,1.4,18.708422884044623
01063,AL-063,Greene County,Alabama,64.9,63.8,1.1,11214,12877,-1663,11746,10914,832,30.723287671232878,32.18082191780822,0.9546267132033711,1,1,1,Warm,0,0,1,0,1.724137931034483,175.7680250783699,1.1,12.914498718645648
01065,AL-065,Hale County,Alabama,64.8,63.7,1.1,11122,12874,-1752,11639,10633,1006,30.471232876712328,31.887671232876713,0.9554982817869416,1,1,1,Warm,0,0,1,0,1.7268445839874413,174.59968602825745,1.1,13.608823986329035
01067,AL-067,Henry County,Alabama,67,65.7,1.4,8195,10216,-2021,13229,11562,1667,22.45205479452055,36.24383561643835,0.6194255479969766,1,1,1,Warm,0,0,1,0,2.13089802130898,124.73363774733637,1.4,19.782693813625684
01069,AL-069,Houston County,Alabama,67.8,66.5,1.3,7460,9430,-1970,13990,12238,1752,20.438356164383563,38.32876712328767,0.5331999142305768,1,1,0,Warm,0,0,1,0,1.954887218045113,112.18045112781955,1.3,20.890774125132555
01071,AL-071,Jackson County,Alabama,60.8,59.4,1.4,15168,17573,-2405,8513,7555,958,41.556164383561644,23.323287671232876,1.7815362931642,1,1,1,Warm,0,0,1,0,2.356902356902357,255.35353535353536,1.4,13.68576793945257
01073,AL-073,Jefferson County,Alabama,63.7,61.8,2,12247,14907,-2660,10793,9196,1597,33.553424657534244,29.56986301369863,1.1346118213822494,1,1,1,Warm,0,0,1,0,3.2362459546925573,198.17152103559872,2,17.843965922050042
01075,AL-075,Lamar County,Alabama,63.8,62.1,1.7,12635,14916,-2281,11011,9710,1301,34.61643835616438,30.167123287671235,1.147384671267708,1,1,1,Warm,0,0,1,0,2.737520128824477,203.4621578099839,1.7,15.29230356663985
01077,AL-077,Lauderdale County,Alabama,61.4,59.5,2,15140,17878,-2738,9162,7970,1192,41.47945205479452,25.101369863013698,1.6522972825493834,1,1,1,Warm,0,0,1,0,3.361344537815126,254.45378151260505,2,15.314912182570758
01079,AL-079,Lawrence County,Alabama,61.6,60.1,1.5,14969,17049,-2080,9041,8233,808,41.010958904109586,24.76986301369863,1.6554965715549657,1,1,1,Warm,0,0,1,0,2.4958402662229617,249.06821963394341,1.5,12.200129039826383
01081,AL-081,Lee County,Alabama,64.1,63,1.2,10940,13026,-2086,10797,9446,1351,29.972602739726028,29.58082191780822,1.013150583441378,1,1,1,Warm,0,0,1,0,1.9047619047619047,173.65079365079364,1.2,16.014125594963918
01083,AL-083,Limestone County,Alabama,61.4,59.8,1.6,14695,17390,-2695,9524,8162,1362,40.26027397260274,26.09315068493151,1.542782152230971,1,1,1,Warm,0,0,1,0,2.675585284280937,245.73578595317727,1.6,15.497412305922944
01085,AL-085,Lowndes County,Alabama,66.3,64.6,1.8,9338,11597,-2259,12953,10948,2005,25.583561643835615,35.487671232876714,0.7208584221090011,1,1,1,Warm,0,0,1,0,2.7863777089783284,144.5510835913313,1.8,19.47917564887471
01087,AL-087,Macon County,Alabama,65.2,64,1.2,9940,12076,-2136,12025,10428,1597,27.232876712328768,32.945205479452056,0.8265424912689173,1,1,1,Warm,0,0,1,0,1.875,155.3125,1.2,17.68797615104339
01089,AL-089,Madison County,Alabama,61.6,59.9,1.6,14577,17221,-2644,9514,8134,1380,39.93698630136986,26.065753424657533,1.5320021019442984,1,1,1,Warm,0,0,1,0,2.671118530884808,243.35559265442404,1.6,15.353347656930492
01091,AL-091,Marengo County,Alabama,65.8,64.3,1.5,10351,12011,-1660,12028,10850,1178,28.35890410958904,32.95342465753425,0.8605037825255633,1,1,1,Warm,0,0,1,0,2.332814930015552,160.97978227060653,1.5,13.82066439097494
01093,AL-093,Marion County,Alabama,62.4,60.7,1.6,14123,16300,-2177,9588,8705,883,38.69315068493151,26.268493150684932,1.4728334550005215,1,1,1,Warm,0,0,1,0,2.6359143327841847,232.66886326194398,1.6,13.355828220858895
01095,AL-095,Marshall County,Alabama,62.1,60.3,1.8,13976,16539,-2563,9565,8180,1385,38.29041095890411,26.205479452054796,1.461007735730713,1,1,1,Warm,0,0,1,0,2.985074626865672,231.77446102819238,1.8,15.496704758449726
01097,AL-097,Mobile County,Alabama,68.6,66.4,2.2,7218,9190,-1972,13886,11913,1973,19.775342465753425,38.04383561643836,0.5197666882696047,1,1,0,Warm,0,0,1,1,3.313253012048193,108.70481927710843,2.2,21.458106637649617
01099,AL-099,Monroe County,Alabama,67,65.1,1.9,8550,10781,-2231,12792,11148,1644,23.424657534246574,35.04657534246575,0.6683342452903932,1,1,1,Warm,0,0,1,0,2.9185867895545314,131.33640552995394,1.9,20.69381318987107
01101,AL-101,Montgomery County,Alabama,66.1,64.4,1.6,9288,11715,-2427,12998,10833,2165,25.446575342465753,35.61095890410959,0.7145165012693284,1,1,1,Warm,0,0,1,0,2.484472049689441,144.22360248447202,1.6,20.717029449423816
01103,AL-103,Morgan County,Alabama,62,60.2,1.8,14356,16840,-2484,9623,8286,1337,39.33150684931507,26.364383561643837,1.4916874480465503,1,1,1,Warm,0,0,1,0,2.9900332225913617,238.47176079734217,1.8,14.750593824228028
01105,AL-105,Perry County,Alabama,65,63.6,1.4,10910,12766,-1856,11641,10314,1327,29.89041095890411,31.893150684931506,0.9371242054629789,1,1,1,Warm,0,0,1,0,2.20125786163522,171.54088050314465,1.4,14.538618204605985
01107,AL-107,Pickens County,Alabama,64.6,63.1,1.6,11680,13811,-2131,11696,10456,1240,32,32.04383561643836,0.9985466358895443,1,1,1,Warm,0,0,1,0,2.535657686212361,185.10301109350237,1.6,15.429729925421764
01109,AL-109,Pike County,Alabama,66.1,64.6,1.4,9378,11279,-1901,12057,10735,1322,25.693150684931506,33.032876712328765,0.7777409188920219,1,1,1,Warm,0,0,1,0,2.1671826625387,145.1702786377709,1.4,16.854331057717882
01111,AL-111,Randolph County,Alabama,62.5,60.5,2.1,12904,15805,-2901,9246,7671,1575,35.35342465753425,25.33150684931507,1.3954796150102735,1,1,1,Warm,0,0,1,1,3.4710743801652892,213.28925619834712,2.1,18.35495096488453
01113,AL-113,Russell County,Alabama,65.2,64.2,1.1,9871,11868,-1997,11745,10505,1240,27.043835616438358,32.178082191780824,0.8403711901924059,1,1,1,Warm,0,0,1,0,1.7133956386292837,153.75389408099687,1.1,16.826761038085607
01115,AL-115,St. Clair County,Alabama,63,61.1,1.9,12655,15489,-2834,10428,8576,1852,34.67123287671233,28.56986301369863,1.213443283152747,1,1,1,Warm,0,0,1,0,3.109656301145663,207.11947626841243,1.9,18.29685583317193
01117,AL-117,Shelby County,Alabama,63.7,62,1.7,12178,14439,-2261,10602,9164,1438,33.364383561643834,29.046575342465754,1.1485428652268226,1,1,1,Warm,0,0,1,0,2.741935483870968,196.41935483870967,1.7,15.658979153681003
01119,AL-119,Sumter County,Alabama,65.4,64,1.4,10775,12506,-1731,11992,10880,1112,29.52054794520548,32.85479452054795,0.8984407571083132,1,1,1,Warm,0,0,1,0,2.1875,168.359375,1.4,13.841356149048456
01121,AL-121,Talladega County,Alabama,63.4,61.8,1.7,12333,14612,-2279,10488,8843,1645,33.78904109589041,28.734246575342464,1.1758032224234913,1,1,1,Warm,0,0,1,0,2.750809061488673,199.5631067961165,1.7,15.596769778264441
01123,AL-123,Tallapoosa County,Alabama,63.5,62.1,1.4,11931,13949,-2018,10274,8855,1419,32.68767123287671,28.147945205479452,1.1611678832116787,1,1,1,Warm,0,0,1,0,2.254428341384863,192.1256038647343,1.4,14.466986880779983
01125,AL-125,Tuscaloosa County,Alabama,64.3,63,1.2,11608,13766,-2158,11352,10346,1006,31.802739726027397,31.101369863013698,1.022461023518013,1,1,1,Warm,0,0,1,0,1.9047619047619047,184.25396825396825,1.2,15.676303937236671
01127,AL-127,Walker County,Alabama,63.3,61.6,1.7,12924,15233,-2309,10335,9202,1133,35.40821917808219,28.315068493150687,1.2503869969040247,1,1,1,Warm,0,0,1,0,2.75974025974026,209.8051948051948,1.7,15.157880916431433
01129,AL-129,Washington County,Alabama,67.1,65.3,1.7,8652,10559,-1907,12600,11340,1260,23.704109589041096,34.52054794520548,0.686612173637013,1,1,1,Warm,0,0,1,0,2.6033690658499236,132.49617151607964,1.7,18.060422388483758
01131,AL-131,Wilcox County,Alabama,66.5,64.7,1.8,9380,11381,-2001,12596,10984,1612,25.698630136986303,34.50958904109589,0.7446217353338096,1,1,1,Warm,0,0,1,0,2.7820710973724885,144.97681607418855,1.8,17.58193480362007
01133,AL-133,Winston County,Alabama,61.7,60.2,1.5,14623,16695,-2072,8963,8153,810,40.06301369863014,24.556164383561644,1.6313029897367246,1,1,1,Warm,0,0,1,0,2.4916943521594686,242.90697674418604,1.5,12.41090146750524
04001,AZ-001,Apache County,Arizona,51.6,49.7,1.9,26686,29874,-3188,2933,2152,781,73.11232876712329,8.035616438356165,9.095432856169053,1,1,1,Moderate,0,0,0,0,3.8229376257545264,536.9416498993963,1.9,10.671486911695789
04003,AZ-003,Cochise County,Arizona,62.3,60.3,2,12718,15405,-2687,8360,6984,1376,34.843835616438355,22.904109589041095,1.521109915081928,1,1,1,Warm,0,0,1,0,3.316749585406302,210.91210613598673,2,17.4423888347939
04005,AZ-005,Coconino County,Arizona,54.2,51.7,2.5,23964,27314,-3350,4395,3229,1166,65.65479452054795,12.04109589041096,5.451319381255687,1,1,1,Moderate,0,0,0,1,4.835589941972921,463.52030947775626,2.5,12.264772644065316
04007,AZ-007,Gila County,Arizona,61,58.5,2.5,14578,18221,-3643,8115,6461,1654,39.93972602739726,22.232876712328768,1.7962050271069492,1,1,1,Warm,0,0,1,1,4.273504273504273,249.1965811965812,2.5,19.993414192415347
04009,AZ-009,Graham County,Arizona,62.4,60.2,2.2,13381,16160,-2779,9017,7557,1460,36.66027397260274,24.704109589041096,1.4838101574628522,1,1,1,Warm,0,0,1,1,3.6544850498338874,222.27574750830564,2.2,17.19678217821782
04011,AZ-011,Greenlee County,Arizona,58,55.7,2.2,17673,21047,-3374,5334,4264,1070,48.41917808219178,14.613698630136986,3.312652296157451,1,1,1,Moderate,0,0,0,1,3.949730700179533,317.2890484739677,2.2,16.03078823585309
04012,AZ-012,La Paz County,Arizona,73,70.3,2.8,6048,8075,-2027,20654,17802,2852,16.56986301369863,56.586301369863016,0.2928104575163399,1,1,0,Hot,0,0,1,1,3.982930298719772,86.03129445234708,2.8,25.102167182662537
04013,AZ-013,Maricopa County,Arizona,71.8,69.1,2.7,6271,8548,-2277,19436,16167,3269,17.18082191780822,53.249315068493154,0.32263209343005606,1,1,0,Hot,0,0,1,1,3.9073806078147615,90.75253256150508,2.7,26.637810014038372
04015,AZ-015,Mohave County,Arizona,63.8,61.4,2.5,13546,16122,-2576,11446,9621,1825,37.11232876712329,31.35890410958904,1.1833668210011357,1,1,1,Warm,0,0,1,1,4.071661237785016,220.61889250814332,2.5,15.978166480585534
04017,AZ-017,Navajo County,Arizona,53.3,51.1,2.1,24977,28246,-3269,4083,3087,996,68.43013698630136,11.186301369863013,6.115817825661116,1,1,1,Moderate,0,0,0,1,4.10958904109589,488.7866927592955,2.1,11.573320116122638
04019,AZ-019,Pima County,Arizona,69,66.5,2.5,7498,10019,-2521,15203,12857,2346,20.542465753424658,41.652054794520545,0.4931596948171534,1,1,0,Warm,0,0,1,1,3.7593984962406015,112.75187969924812,2.5,25.162191835512527
04021,AZ-021,Pinal County,Arizona,70.1,67.6,2.5,7358,9660,-2302,16986,14539,2447,20.15890410958904,46.536986301369865,0.43315476540884207,1,1,0,Hot,0,0,1,1,3.698224852071006,108.84615384615385,2.5,23.83022774327122
04023,AZ-023,Santa Cruz County,Arizona,61.7,59.9,1.9,12669,15400,-2731,7250,6163,1087,34.70958904109589,19.863013698630137,1.7472072817542408,1,1,1,Warm,0,0,1,0,3.1719532554257093,211.5025041736227,1.9,17.733766233766236
04025,AZ-025,Yavapai County,Arizona,60.8,58.2,2.6,15417,18637,-3220,8047,6368,1679,42.23835616438356,22.046575342465754,1.915631212723658,1,1,1,Warm,0,0,1,1,4.4673539518900345,264.8969072164948,2.6,17.277458818479367
04027,AZ-027,Yuma County,Arizona,73.7,70.9,2.9,5068,7063,-1995,21502,17871,3631,13.884931506849314,58.90958904109589,0.23568804352880993,1,0,0,Hot,0,0,1,1,4.090267983074753,71.48095909732017,2.9,28.245787908820613
05001,AR-001,Arkansas County,Arkansas,64.1,62.1,2,13371,15328,-1957,11340,10233,1107,36.632876712328766,31.068493150684933,1.1789965611498103,1,1,1,Warm,0,0,1,0,3.22061191626409,215.31400966183574,2,12.767484342379959
05003,AR-003,Ashley County,Arkansas,65.5,63.1,2.4,11308,13618,-2310,12056,10381,1675,30.980821917808218,33.03013698630137,0.9378784108816455,1,1,1,Warm,0,0,1,1,3.8034865293185414,179.20760697305863,2.4,16.962843295638123
05005,AR-005,Baxter County,Arkansas,59.2,57.1,2.1,19066,21168,-2102,7515,6912,603,52.23561643835617,20.589041095890412,2.5367216604576903,1,1,1,Moderate,0,0,0,1,3.677758318739054,333.90542907180384,2.1,9.93008314436886
05007,AR-007,Benton County,Arkansas,59.5,57.3,2.2,18716,20999,-2283,7882,7063,819,51.276712328767125,21.594520547945205,2.3742230115438283,1,1,1,Moderate,0,0,0,1,3.839441535776615,326.63176265270505,2.2,10.87194628315634
05009,AR-009,Boone County,Arkansas,58.9,56.8,2.1,19618,21481,-1863,7146,6691,455,53.74794520547945,19.578082191780823,2.7449279417937595,1,1,1,Moderate,0,0,0,1,3.69718309859155,345.387323943662,2.1,8.67278059680648
05011,AR-011,Bradley County,Arkansas,64.8,62.7,2.1,11911,14274,-2363,11609,10194,1415,32.632876712328766,31.805479452054794,1.025925925925926,1,1,1,Warm,0,0,1,1,3.349282296650718,189.96810207336523,2.1,16.554574751296062
05013,AR-013,Calhoun County,Arkansas,64.2,62.7,1.5,12622,14269,-1647,11107,10278,829,34.58082191780822,30.43013698630137,1.136298163485776,1,1,1,Warm,0,0,1,0,2.3923444976076556,201.3078149920255,1.5,11.542504730534725
05015,AR-015,Carroll County,Arkansas,58.8,56.9,1.9,19435,21374,-1939,7271,6731,540,53.24657534246575,19.92054794520548,2.6725797579757975,1,1,1,Moderate,0,0,0,0,3.3391915641476277,341.5641476274165,1.9,9.0717694395059425
05017,AR-017,Chicot County,Arkansas,65.4,63.5,1.9,11684,13411,-1727,11997,10823,1174,32.010958904109586,32.868493150684934,0.9738289714952492,1,1,1,Warm,0,0,1,0,2.9921259842519685,184,1.9,12.877488628737604
05019,AR-019,Clark County,Arkansas,63.2,62.1,1.1,13467,15087,-1620,10734,9969,765,36.895890410958906,29.40821917808219,1.2544946436888682,1,1,1,Warm,0,0,1,0,1.77133655394525,216.8599033816425,1.1,10.737721216941738
05021,AR-021,Clay County,Arkansas,60.7,58.7,2,18033,19692,-1659,9240,8388,852,49.40547945205479,25.315068493150687,1.9514121848284818,1,1,1,Warm,0,0,1,0,3.4071550255536627,307.206132879046,2,8.424741011578305
05023,AR-023,Cleburne County,Arkansas,60.8,58.8,2,16897,18847,-1950,8601,7777,824,46.293150684931504,23.564383561643837,1.964310625435945,1,1,1,Warm,0,0,1,0,3.4013605442176873,287.3639455782313,2,10.346474239932085
05025,AR-025,Cleveland County,Arkansas,63.9,62.3,1.6,13287,14814,-1527,10865,10046,819,36.4027397260274,29.767123287671232,1.2228050800662618,1,1,1,Warm,0,0,1,0,2.5682182985553776,213.27447833065813,1.6,10.307816929931146
05027,AR-027,Columbia County,Arkansas,64.6,63.3,1.2,12136,13479,-1343,11329,10595,734,33.249315068493154,31.03835616438356,1.0711385701676963,1,1,1,Warm,0,0,1,0,1.8957345971563981,191.7219589257504,1.2,9.963647154833446
05029,AR-029,Conway County,Arkansas,62,60.2,1.8,15836,17485,-1649,9713,8868,845,43.38630136986301,26.610958904109587,1.6302244183652461,1,1,1,Warm,0,0,1,0,2.9900332225913617,263.0564784053156,1.8,9.43094080640549
05031,AR-031,Craighead County,Arkansas,61.4,59.4,2,16661,18740,-2079,9778,8735,1043,45.64657534246575,26.78904109589041,1.7037529399734124,1,1,1,Warm,0,0,1,0,3.3670033670033668,280.4882154882155,2,11.093916755602988
05033,AR-033,Crawford County,Arkansas,61.5,59.3,2.3,16719,18502,-1783,9263,8253,1010,45.8054794520548,25.378082191780823,1.8047279792746114,1,1,1,Warm,0,0,1,1,3.87858347386172,281.9392917369309,2.3,9.636796022051671
05035,AR-035,Crittenden County,Arkansas,63.2,61.2,2,14636,16671,-2035,11091,9956,1135,40.0986301369863,30.386301369863013,1.3195095564370718,1,1,1,Warm,0,0,1,0,3.2679738562091507,239.15032679738562,2,12.206826225181452
05037,AR-037,Cross County,Arkansas,62.4,60.8,1.6,15373,17193,-1820,10489,9618,871,42.11780821917808,28.736986301369864,1.465490943755958,1,1,1,Warm,0,0,1,0,2.6315789473684212,252.8453947368421,1.6,10.585703483976037
05039,AR-039,Dallas County,Arkansas,63.3,62.2,1,13602,14879,-1277,10561,9992,569,37.26575342465753,28.934246575342467,1.2878242757053588,1,1,1,Warm,0,0,1,0,1.607717041800643,218.68167202572346,1,8.582566032663486
05041,AR-041,Desha County,Arkansas,64.4,62.7,1.7,12784,14506,-1722,11497,10474,1023,35.02465753424657,31.4986301369863,1.1118455383544965,1,1,1,Warm,0,0,1,0,2.7113237639553427,203.89154704944178,1.7,11.870949951744105
05043,AR-043,Drew County,Arkansas,64.9,62.7,2.1,12268,14274,-2006,11608,10299,1309,33.61095890410959,31.802739726027397,1.0567663020070635,1,1,1,Warm,0,0,1,1,3.349282296650718,195.66188197767144,2.1,14.053523889589464
05045,AR-045,Faulkner County,Arkansas,62,60.5,1.5,15658,17078,-1420,10045,9037,1008,42.8986301369863,27.52054794520548,1.5586303006171611,1,1,1,Warm,0,0,1,0,2.479338842975207,258.8099173553719,1.5,8.314790959128704
05047,AR-047,Franklin County,Arkansas,61.2,59.2,2,16810,18529,-1719,8998,8160,838,46.054794520547944,24.65205479452055,1.8679853317035227,1,1,1,Warm,0,0,1,0,3.378378378378378,283.9527027027027,2,9.277349020454423
05049,AR-049,Fulton County,Arkansas,59.2,56.5,2.6,18991,21841,-2850,7619,6555,1064,52.03013698630137,20.873972602739727,2.492257217847769,1,1,1,Moderate,0,0,0,1,4.601769911504425,336.12389380530976,2.6,13.048853074492925
05051,AR-051,Garland County,Arkansas,62.6,60.8,1.8,14612,16543,-1931,9947,8982,965,40.032876712328765,27.252054794520546,1.4688379573783674,1,1,1,Warm,0,0,1,0,2.960526315789474,240.32894736842107,1.8,11.672610771927703
05053,AR-053,Grant County,Arkansas,63.3,62,1.3,14042,15181,-1139,10740,9962,778,38.47123287671233,29.424657534246574,1.3073270645191324,1,1,1,Warm,0,0,1,0,2.0967741935483875,226.48387096774192,1.3,7.502799552071669
05055,AR-055,Greene County,Arkansas,61,59,2.1,17442,19302,-1860,9341,8450,891,47.78630136986301,25.59178082191781,1.8670520231213872,1,1,1,Warm,0,0,1,1,3.5593220338983054,295.6271186440678,2.1,9.636307118433322
05057,AR-057,Hempstead County,Arkansas,64,62.5,1.4,13081,14511,-1430,10823,10193,630,35.83835616438356,29.65205479452055,1.2085181079083518,1,1,1,Warm,0,0,1,0,2.2399999999999998,209.296,1.4,9.854593067328233
